,report_name,report_period,pbls_year,sector
1381,풀무원홀딩스 지속경영보고서 2009,2008.01~2008.12,2009,Food and Beverage Products
1382,하나금융그룹 2011 지속가능성보고서,2011.01~2011.12,2012,Financial Services
1383,하나은행 2006 지속가능성보고서,2006.01~2006.12,2007,은행
1384,하이닉스 반도체 2010 지속가능경영보고서,2010.01~2010.12,2011,전기&전자 부품
1385,한국가스공사 2013 지속가능경영보고서,2013.1~2013.12,2014,Public Agency
1386,한국가스공사 지속가능경영보고서 2012,2012.01~2012.12,2013,Public Agency
1387,한국가스안전공사 2009 지속가능경영보고서,2008.01~2008.12,2009,Public Agency
1388,한국감정원 2008 지속가능경영보고서,2008.01~2008.12,2009,Public Agency
1389,한국감정원 2010 지속가능경영보고서,2010.01~2010.12,2011,Public Agency
1390,한국감정원 2011 지속가능경영보고서,2011.01~2011.12,2012,Public Agency
1391,한국거래소 2012 지속가능경영보고서,2010.01~2012.12,2013,Financial Services
1392,한국공항공사 2010 지속가능경영보고서,2009.01~2010.02,2011,Public Agency
1393,한국관광공사 2008 지속가능경영보고서,2005.01~2008.12,2009,Public Agency
1394,한국관광공사 2009 지속가능경영보고서,2005.01~2009.12,2010,Public Agency
1395,한국관광공사 2010 지속관광경영보고서,2010.01~2010.12,2012,Public Agency
1396,한국관광공사 2011 지속가능경영보고서,2011.01~2011.12,2012,Public Agency
1397,한국관광공사 2012 지속가능경영보고서,2012.01~2012.12,2013,Public Agency
1398,한국관광공사 2013 지속가능경영보고서,2013.1~2013.12,2014,Public Agency
1399,한국관광공사 2014-2015 지속가능경영보고서,2014.1~2015.12,2016,Public Agency
1400,한국광물자원공사 2009 지속가능경영보고서,2009.01~2009.12,2010,Public Agency
1401,한국광물자원공사 2014 지속가능경영보고서,2014.01~2014.12,2015,Public Agency
1402,한국광물자원공사 2015 지속가능경영보고서,2015.1~2015.12,2016,Public Agency
1403,한국광물자원공사 2017 지속가능경영보고서,2017.1~2017.12,2019,Public Agency
1404,한국교직원공제회 2013-2014 지속가능경영보고서,2013.01~2014.12,2015,Others
1405,한국국토정보공사 2016 지속가능경영보고서,2013.1~2015.12,2016,Real Estate
1406,한국국토정보공사 2017 지속가능경영보고서,2016.1~2016.12,2017,Real Estate
1407,한국남동발전 2006 지속가능경영보고서,2005.01~2005.12,2006,Energy
1408,한국남동발전 2012 지속가능경영보고서,2010.01~2011.12,2013,Energy
1409,한국남동발전 2015 지속가능경영보고서,2012.01~2014.12,2015,Energy
1410,한국남동발전 2018 지속가능경영보고서,2017.1~2017.1,2018,Energy
1411,한국남동발전 2019-2020 지속가능경영보고서,2018.1~2019.12,2020,Energy
1412,한국남동발전주식회사 2017 지속가능경영보고서,2015.1~2016.12,2017,Energy
1413,한국남부발전 2008 지속가능성보고서,2007.01~2007.12,2008,Energy
1414,한국남부발전 Sustainability Report 2010,2009.01~2010.12,2011,Energy
1415,한국농어촌공사 2009 지속가능경영보고서,2008.01~2008.12,2009,Public Agency
1416,한국농어촌공사 2012년 지속가능경영보고서,2011.01~2011.12,2012,Public Agency
1417,한국도로공사 지속가능경영 보고서 2007,2006.01~2006.12,2007,Public Agency
1418,한국동서발전 2013 지속가능성보고서,2012.01~2012.12,2014,Energy
1419,한국동서발전 2014 지속가능경영보고서,2013.1~2013.12,2014,Energy
1420,한국동서발전 2020 지속가능경영보고서,2019.1~2019.12,2020,Energy
1421,한국동서발전 Sustainability Report 2019,2017.1~2017.12,2018,Energy
1422,한국마사회 2014 지속가능경영보고서,2013.01~2013.12,2014,Public Agency
1423,한국마사회 2016 지속가능경영보고서,2015.1~2015.12,2016,Public Agency
1424,한국마이크로소프트 2006 기업시민활동 보고서,2005.07~2006.06,2007,Computers
1425,한국마이크로소프트 2007~2008 기업시민활동보고서,2007.01~2008.01,2008,Computers
1426,한국바스프 2001 사회적책임보고서,2001.01~2001.12,2002,Chemicals
1427,한국바스프 2005~2006 지속가능한 발전보고서,2005.01~2006.12,2006,Chemicals
1428,한국바스프 2009 지속가능경영보고서,2009.01~2009.12,2010,Chemicals
1429,한국바스프 2011 지속가능경영보고서,2011.01~2011.12,2012,Chemicals
1430,한국바스프 지속가능경영보고서 2012,2012.01~2012.12,2013,Chemicals
1431,한국바스프 지속가능경영보고서 2013,2013.1~2013.12,2014,Chemicals
1432,한국보훈복지의료공단 2010 지속가능경영보고서,2010.01~2010.12,2011,Public Agency
1433,한국산업단지공단 2010 지속가능경영보고서,2010.01~2010.12,2011,SOC시설관리
1434,한국산업인력공단 2010 지속가능성 보고서,2010.1~2010.12,2011,Public Agency
1435,한국산업인력공단 2011 지속가능성 보고서,2001.1~2011.12,2012,Public Agency
1436,한국산업인력공단 2013 지속가능성 보고서,2013.1~2013.12,2014,Public Agency
1437,한국산업인력공단 2014 지속가능성 보고서,2014.1~2014.12,2015,Public Agency
1438,한국산업인력공단 2015 지속가능성 보고서,2015.10~2015.12,2016,Public Agency
1439,한국산업인력공단 2016 지속가능성 보고서,2016.1~2016.12,2017,Public Agency
1440,한국산업인력공단 2017 지속가능성 보고서,2017.1~2017.12,2018,Public Agency
1441,한국산업인력공단 2018-2019 지속가능성보고서,2018.1~2019.12,2020,Public Agency
1442,한국산업인력공단 유엔글로벌컴팩트 이행보고서(지속가능성 보고서) 2012,2012.1~2012.12,2013,Public Agency
1443,한국서부발전 2012 지속가능보고서,2011.01~2011.12,2012,Energy
1444,한국서부발전 2013 지속가능경영보고서,2010.01~2012.12,2013,Energy
1445,한국서부발전 2014 지속가능경영보고서,2011.1~2013.12,2014,Energy
1446,한국서부발전 2016 지속가능경영보고서,2014.1~2015.12,2016,Energy
1447,한국서부발전 2020 지속가능경영보고서,2018.1~2019.12,2020,Energy
1448,한국석유공사 2010 지속가능경영보고서,2007.01~2009.12,2011,Public Agency
1449,한국석유공사 2012 지속가능경영보고서,2010.01~2011.12,2013,Public Agency
1450,한국수력원자력 2010 지속가능성보고서,2007.01~2009.12,2011,Energy
1451,한국수력원자력 지속가능경영보고서 2011,2008.01~2011.09,2012,Energy
1452,한국수력원자력 지속가능경영보고서 2015,2014.01~2014.12,2015,Energy
1453,한국수력원자력 지속가능경영보고서 2016,2015.1~2015.12,2016,Energy
1454,한국수력원자력 지속가능경영보고서 2017,2016.1~2016.12,2017,Energy
1455,한국수력원자력 지속가능경영보고서 2018,2017.1~2017.12,2019,Energy
1456,한국여성재단 2008 지속가능경영보고서,2008.01~2008.12,2009,Non-Profit&Services
1457,한국여성재단 2009 지속가능경영보고서,2009.01~2009.12,2010,Non-Profit&Services
1458,한국연구재단 2018 사회책임경영보고서,2018.1~2018.12,2019,Public Agency
1459,한국연구재단 2019 사회책임경영보고서,2019.1~2019.12,2020,Public Agency
1460,한국우편물류지원단 2010 지속가능경영 보고서,2010.01~2010.12,2010,Logistics
1461,한국인터넷진흥원 지속가능경영보고서 2011,2010.01~2011.07,2011,Public Agency
1462,한국인터넷진흥원 지속가능경영보고서 2012,2011.01~2012.06,2013,Public Agency
1463,한국인터넷진흥원 지속가능경영보고서 2013,2012.01~2012.12,2014,Public Agency
1464,한국자산관리공사 2018 사회책임경영보고서,2015.1~2017.12,2018,Public Agency
1465,한국자산관리공사 2019 사회책임경영보고서,2018.1~2018.12,2019,Public Agency
1466,한국자산관리공사 지속가능경영보고서(2010~2012),2010.01~2012.12,2013,Public Agency
1467,한국전력거래소 2009 지속가능경영보고서,2008.01~2008.12,2009,Public Agency
1468,한국전력거래소 2010 지속가능경영보고서,2009.1~2009.12,2010,Public Agency
1469,한국전력공사 2017 지속가능경영보고서,2016.1~2016.12,2017,Energy
1470,한국전력공사 2018 지속가능경영보고서,2017.1~2017.12,2019,Energy
1471,한국전력공사 2020 지속가능경영보고서,2019.1~2019.12,2020,Energy
1472,한국전력공사 지속가능경영보고서 2014,2013.01~2013.12,2014,Energy
1473,한국지역난방공사 2011-2012 지속가능경영보고서,2011.01~2012.12,2013,Energy
1474,한국지역난방공사 2020 KDHC 사회적가치 보고서,2018.1~2019.12,2020,Energy
1475,한국철도공사 2009 지속경영보고서,2009.01~2009.12,2010,Railroad
1476,한국철도공사 2019-2020년 지속가능경영보고서,2019.1~2019.12,2020,Railroad
1477,한국철도시설공단 2010 지속가능경영보고서,2009.01~2009.12,2010,Railroad
1478,한국철도시설공단 2012 지속가능경영보고서,2011.01~2011.12,2012,Railroad
1479,한국철도시설공단 2013 지속가능경영보고서,2012.01~2012.12,2013,Railroad
1480,한국철도시설공단 2014지속가능경영보고서,2013.1~2013.12,2014,Railroad
1481,한국철도시설공단 2015년 지속가능경영보고서,2014.01~2015.01,2015,Railroad
1482,한국철도시설공단 2016 지속가능경영보고서,2015.01~2015.12,2016,Railroad
1483,한국철도시설공단 2018 지속가능경영보고서,2017.1~2017.12,2018,Railroad
1484,한국철도시설공단 2019 지속가능경영보고서,2018.1~2018.12,2019,Railroad
1485,한국철도시설공단 지속가능경영보고서 2011,2010.01~2010.12,2011,Railroad
1486,한국컴패션 2010지속가능보고서,2010.01~2010.12,2012,Non-Profit&Services
1487,한국타이어 2010 CSR 보고서,2010.01~2010.12,2011,Consumer Durables
1488,한국타이어 CSR REPORT 2012~13,2012.01~2012.12,2013,Consumer Durables
1489,한국타이어 CSR 보고서 2009,2009.01~2009.12,2010,Consumer Durables
1490,한국타이어 CSR 보고서 2011~2012,2011.01~2011.12,2012,Consumer Durables
1491,한국타이어 CSR 보고서 2019~20,2019.1~2019.12,2020,Consumer Durables
1492,한국타이어 CSR 보고서,2018.1~2018.12,2019,Consumer Durables
1493,한국토지공사 2004 지속가능성보고서,2004.01~2004.12,2005,Public Agency
1494,한국토지공사 2006 지속가능성보고서,2005.01~2006.07,2006,Public Agency
1495,한국토지공사 2008 지속가능성보고서,2006.08~2007.12,2008,Public Agency
1496,한국토지공사 2009 지속가능성보고서,2008.01~2008.12,2009,Public Agency
1497,한국토지주택공사 Sustainability Report 2013,2012.01~2012.12,2013,Public Agency
1498,한국후지제록스 2014 지속가능보고서,2013.4~2014.3,2014,Technology Hardware
1499,한국후지제록스 2016,2015.4~2016.3,2017,Technology Hardware
1500,한미약품 2019-20 CSR Report,2019.1~2019.12,2020,Healthcare Products
1501,한솔제지 2014 지속가능경영보고서,2013.01~2013.12,2014,Forest and Paper Products
1502,한전 KDN 지속가능경영보고서 2017,2014.1~2016.12,2017,종합식품
1503,한전 KPS 2015-2016 지속가능경영보고서,2015.1~2016.12,2017,Energy
1504,한전KDN 2020 지속가능경영보고서,2019.1~2019.12,2020,종합식품
1505,한전KDN 지속가능경영보고서 2018,2016.1~2017.12,2018,종합식품
1506,한전KPS 2006 지속가능경영보고서,2006.01~2006.12,2007,종합식품
1507,한전KPS 2008 지속가능경영보고서,2007.01~2008.12,2009,종합식품
1508,한전KPS 2017-2018 지속가능경영보고서,2017.1~2018.12,2019,Energy
1509,한진해운 2013 지속가능성 보고서,2011.01~2012.12,2013,철강
1510,한화생명 지속가능경영보고서 2020,2019.1~2019.12,2020,생명보험
1511,한화케미칼 2013 지속가능성보고서,2012.01~2012.12,2013,Chemicals
1512,한화케미칼 2015 Sustainability Report,2014.1~2014.12,2015,Chemicals
1513,한화케미칼 2019 Communication on Process,2018.1~2018.12,2019,Chemicals
1514,한화큐셀 2017 지속가능경영보고서,2016.1~2016.12,2017,Energy Utilities
1515,한화큐셀 2018 지속가능경영보고서,2017.1~2017.12,2018,Energy Utilities
1516,함께하는 시민행동 3번째 지속가능보고서( 2013~2014 ),2013.1~2014.12,2015,Non-Profit&Services
1517,함께하는 시민행동 두번째 지속가능보고서(2009-2012),2009.01~2012.12,2013,Non-Profit&Services
1518,함께하는시민행동,2000.01~2008.12,2009,Non-Profit&Services
1519,해양환경관리공단 2015 지속가능경영보고서,2015.1~2015.12,2016,Public Agency
1520,해양환경관리공단 지속가능경영보고서,2014.01~2014.12,2015,Public Agency
1521,현대건설 지속가능경영보고서 2011,2010.01~2010.12,2012,Construction
1522,현대건설 지속가능경영보고서 2012,2011.01~2011.12,2012,Construction
1523,현대모비스 2010 지속가능성보고서,2009.01~2009.12,2010,Equipment
1524,현대모비스 2011 지속가능성보고서,2010.01~2010.12,2011,Equipment
1525,현대모비스 2012 지속가능성 보고서,2011.01~2011.12,2012,Equipment
1526,현대모비스 2013 지속가능성 보고서,2012.01~2012.12,2013,Equipment
1527,현대모비스 Sustainability Report 2019,2018.1~2018.12,2019,Equipment
1528,현대모비스 지속가능성 보고서 2015,2014.01~2014.12,2015,Equipment
1529,현대모비스 지속가능성보고서 2017,2016.1~2016.12,2017,Equipment
1530,현대모비스 지속가능성보고서 2018,2017.1~2017.12,2018,Equipment
1531,현대엔지니어링 2016~2017 지속가능경영보고서,2016.1~2017.12,2018,Construction
1532,현대오일뱅크 2007 지속가능경영보고서,2006.01~2006.12,2006,석유 및 가스
1533,현대오일뱅크 2010 지속가능경영보고서,2009.01~2009.12,2010,석유 및 가스
1534,현대자동차 2002~2003 지속가능성보고서,2002.01~2002.12,2003,Automotive
1535,현대자동차 2003~2004 지속가능성 보고서,2003.01~2003.12,2004,Automotive
1536,현대자동차 2005 지속가능성 보고서,2004.01~2004.12,2006,Automotive
1537,현대자동차 2006 지속가능성 보고서,2005.01~2005.12,2006,Automotive
1538,현대자동차 2007 지속가능성 보고서,2006.01~2006.12,2007,Automotive
1539,현대자동차 2008 지속가능성 보고서,2007.01~2007.12,2008,Automotive
1540,현대자동차 2009 지속가능성 보고서,2008.01~2008.12,2009,Automotive
1541,현대자동차 2011년 지속가능성보고서,2010.01~2010.12,2012,Automotive
1542,현대자동차 2013 지속가능성 보고서,2012.01~2012.12,2013,Automotive
1543,현대자동차 2014 지속가능성 보고서,2013.01~2013.12,2014,Automotive
1544,현대자동차 2015 지속가능성보고서,2014.01~2014.12,2015,Automotive
1545,현대자동차 2016 지속가능성 보고서,2015.01~2015.12,2016,Automotive
1546,현대자동차 2019 지속가능성 보고서,2018.1~2018.12,2019,Automotive
1547,현대자동차 2020 지속가능성보고서,2019.1~2019.12,2020,Automotive
1548,현대제철 2007 지속가능성보고서,2007.01~2007.12,2008,Metals Products
1549,현대제철 2008 지속가능경영보고서,2008.01~2008.12,2009,Metals Products
1550,현대제철 2010 지속가능경영 보고서,2009.01~2009.12,2010,Metals Products
1551,현대제철 2011 지속가능경영보고서,2010.01~2011.01,2011,Metals Products
1552,현대제철 2012 지속가능경영보고서,2011.01~2012.03,2012,Metals Products
1553,현대제철 2013 지속가능경영보고서,2012.01~2013.03,2013,Metals Products
1554,현대제철 2014 지속가능경영보고서,2013.1~2013.12,2014,Metals Products
1555,현대제철 2015 지속가능경영보고서,2014.01~2014.12,2015,Metals Products
1556,현대제철 2016 통합보고서,2015.1~2015.12,2016,Metals Products
1557,현대제철 2017 통합보고서,2016.1~2016.12,2017,Metals Products
1558,현대제철 2018 통합보고서,2017.1~2017.12,2018,Metals Products
1559,현대제철 2019 통합보고서,2018.1~2018.12,2019,Metals Products
1560,현대트랜시스 지속가능경영보고서 2020,2019.1~2019.12,2020,Equipment
1561,현대해상 2010~2011 지속가능성보고서,2010.04~2012.03,2012,Financial Services
1562,현대해상화재보험 지속가능성 보고서 2008~2009,2008.01~2009.12,2010,Financial Services
1563,현대해상화재보험 지속가능성보고서 2017-2018 Sustainability Report,2017.1~2018.12,2019,Financial Services
1564,호남석유화학 2007 지속가능성보고서,2007.01~2007.12,2008,Chemicals
1565,호남석유화학 2008 지속가능성보고서,2008.01~2008.12,2009,Chemicals
1566,호남석유화학 2009 지속가능경영보고서,2009.01~2009.12,2010,Chemicals
1567,홈플러스 2006 지속가능성보고서,2000.01~2006.12,2007,할인점
1568,환경재단 2016 지속가능보고서,2016.1~2016.12,2017,Non-Profit&Services
1569,환경재단 2019 지속가능보고서,2019.1~2019.12,2020,Non-Profit&Services
1570,환경재단 지속가능보고서 2007,2007.01~2007.12,2008,Non-Profit&Services
1571,환경재단 지속가능보고서 2008,2008.01~2008.12,2009,Non-Profit&Services
1572,환경재단 지속가능보고서 2012,2012.01~2012.12,2013,Non-Profit&Services
1573,환경재단 지속가능보고서 2013,2013.01~2013.12,2014,Non-Profit&Services
1574,환경재단 지속가능보고서 2014,2014.01~2014.12,2015,Non-Profit&Services
1575,환경재단 지속가능보고서 2015,2015.1~2015.12,2016,Non-Profit&Services
1576,효성 2019 지속가능경영보고서,2019.1~2019.12,2020,환경가전
